key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-397594512,"The Effects of Urban Habitats on the Fitness and Abundance of an Herbivorous Pest of Street Trees, and their Subsequent Effects on Tree Condition and Ecosystem Services",2015,,,ProQuest Dissertations and Theses,978-1-339-73861-1,,10110616,173,"Dale, Adam Garland and Frank, Steven",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Feffects-urban-habitats-on-fitness-abundance%2Fdocview%2F1798418939%2Fse-2%3Faccountid%3D10246,English,North Carolina State University     PP  - United States -- North Carolina,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-02 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Biological sciences;Acer rubrum;Global change;Herbivores;Melanaspis tenebricosa;Urban forests;Urban warming;Ecology;Entomology;Urban forestry;0281:Urban Forestry;0329:Ecology;0353:Entomology;Trees,,
rayyan-397594515,Monitoring Cloud-prone Complex Landscapes At Multiple Spatial Scales Using Medium And High Resolution Optical Data: A Case Study In Central Africa,2015,,,ProQuest Dissertations and Theses,978-1-339-35283-1,,3742695,130,"Basnet, Bikash and Vodacek, Anthony",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fmonitoring-cloud-prone-complex-landscapes-at%2Fdocview%2F1754646307%2Fse-2%3Faccountid%3D10246,English,Rochester Institute of Technology     PP  - United States -- New York,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-02 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not temperate",,Applied sciences;Earth sciences;Image processing;Land cover change;Landsat;Object based image analysis;Random forest;Topographic correction;Electrical engineering;Remote sensing;Computer science;0799:Remote sensing;0544:Electrical engineering;0984:Computer science;Africa,,
rayyan-397594517,Multinational emission inventories for land-based nonroad engines and residential combustion,2015,,,ProQuest Dissertations and Theses,978-1-339-28187-2,,3738021,268,"Winijkul, Ekbordin and Bond, Tami",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fmultinational-emission-inventories-land-based%2Fdocview%2F1746967629%2Fse-2%3Faccountid%3D10246,English,University of Illinois at Urbana-Champaign     PP  - United States -- Illinois,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-30 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,Applied sciences;Cooking stove;Emission inventory;Engine population model;Heating stove;Nonroad engine;Residential combustion;Stove standard;Environmental engineering;0775:Environmental engineering,,
rayyan-397594518,GIS-aided simulation of vegetation change scenarios by CanVis visualization software,2015,,,ProQuest Dissertations and Theses,978-1-339-15998-0,,1602209,91,"Okwemba, Ronald Omwitsa and Namwamba, Fulbert",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fgis-aided-simulation-vegetation-change-scenarios%2Fdocview%2F1734037976%2Fse-2%3Faccountid%3D10246,English,Southern University and Agricultural and Mechanical College     PP  - United States -- Louisiana,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-02 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not outcome",,Biological sciences;Health and environmental sciences;Earth sciences;Gis;Photorealism;Visualization;Geographic information science;Immunology;Urban forestry;0370:Geographic information science;0281:Urban Forestry;0982:Immunology;Software;Acquired Immunodeficiency Syndrome;Vegetables,,
rayyan-397594519,Applications and Extensions of Occupancy Estimation and Modeling Using Ecological Monitoring Data,2015,,,ProQuest Dissertations and Theses,978-1-339-07528-0,,3724146,165,"Sadoti, Giancarlo and Albright, Thomas P.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fapplications-extensions-occupancy-estimation%2Fdocview%2F1732683729%2Fse-2%3Faccountid%3D10246,English,"University of Nevada, Reno     PP  - United States -- Nevada",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-02 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,Social sciences;Biological sciences;Ecological monitoring;Occupancy estimation;Tympanuchus pallidicinctus;Ecology;Geography;Conservation;Conservation biology;0329:Ecology;0366:Geography;0408:Conservation biology;Occupations,,
rayyan-397594520,Rootbound: Exploring Production in Seattle's Urban Forest,2015,,,ProQuest Dissertations and Theses,978-1-339-08804-4,,1600367,61,"Boetjer, Scott A. and Spencer, Benjamin",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Frootbound-exploring-production-seattles-urban%2Fdocview%2F1732390049%2Fse-2%3Faccountid%3D10246,English,University of Washington     PP  - United States -- Washington,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-02 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not outcome",,Communication and the arts;Art;Experiment;Forest;Production;Roots;Urban forest;Washington;Landscape architecture;0390:Landscape architecture;Trees,,
rayyan-397594521,"Urban forestry in the streets: Intersection of agency, the Black Forest, and human consciousness in Oakland, California",2015,,,ProQuest Dissertations and Theses,978-1-339-06650-9,,3723737,330,"Tarver, Gregory W., Jr. and London, Jonathan K.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Furban-forestry-streets-intersection-agency-black%2Fdocview%2F1728921023%2Fse-2%3Faccountid%3D10246,English,"University of California, Davis     PP  - United States -- California",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-03 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Biological sciences;Actor network theory;Black power;Human consciousness;Urban environmental education;Urban forestry;Urban political ecology;0281:Urban Forestry;Humanities;Humanism;Humans;Consciousness;California;African Continental Ancestry Group;Trees,,
rayyan-397594522,Assessing the effect of Best Management Practices on water quality and flow regime in an urban watershed under climate change disturbance,2015,,,ProQuest Dissertations and Theses,978-1-339-18052-6,,1602572,116,"Radavich, Katherine A. and Hogue, Terri S.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fassessing-effect-best-management-practices-on%2Fdocview%2F1728049562%2Fse-2%3Faccountid%3D10246,English,Colorado School of Mines     PP  - United States -- Colorado,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-19 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,Applied sciences;Earth sciences;Best management practices;Climate change;Modeling;Stormwater;Stormwater control measures;Sustain;Hydrologic sciences;Water Resource Management;Environmental engineering;Water resources management;0388:Hydrologic sciences;0775:Environmental engineering;0595:Water Resources Management,,
rayyan-397594523,Ground-Dwelling Arthropod and Small Mammal Responses to Anthropogenic Disturbances Within Southern California Deserts: From Plant Invasions to Altered Fire Regimes,2015,,,ProQuest Dissertations and Theses,978-1-339-02913-9,,3721375,115,"Hulton VanTassel, Heather Lynn and Anderson, Kurt",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fground-dwelling-arthropod-small-mammal-responses%2Fdocview%2F1727612419%2Fse-2%3Faccountid%3D10246,English,"University of California, Riverside     PP  - United States -- California",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-03 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not forest",,Social sciences;Biological sciences;Earth sciences;Arthropods;Desert ecology;Fire;Global change;Invasive plants;Small mammals;Ecology;Conservation;Sustainability;Conservation biology;Climate change;Wildlife conservation;0329:Ecology;0640:Sustainability;0408:Conservation biology;0404:Climate Change;0284:Wildlife Conservation;California,,
rayyan-397594525,Quantifying the urban forest environment using dense discrete return LiDAR and aerial color imagery for segmentation and object-level biomass assessment,2015,,,ProQuest Dissertations and Theses,978-1-321-88643-6,,3712071,197,"Bandyopadhyay, Madhurima and van Aardt, Jan",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fquantifying-urban-forest-environment-using-dense%2Fdocview%2F1707689963%2Fse-2%3Faccountid%3D10246,English,Rochester Institute of Technology     PP  - United States -- New York,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-02 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not outcome",,Biological sciences;Earth sciences;Data fusion;Imagery;Lidar;Urban forestry;Remote sensing;0281:Urban Forestry;0799:Remote sensing;Imagery (Psychotherapy),,
rayyan-397594526,Biophysical Indicators of Sustainability for Climate Change Mitigation and Adaptation,2015,,,ProQuest Dissertations and Theses,978-1-321-80806-3,,3706737,162,"Cochran, Ferdouz Vuilliomenet and Brunsell, Nathaniel A.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fbiophysical-indicators-sustainability-climate%2Fdocview%2F1697332859%2Fse-2%3Faccountid%3D10246,English,University of Kansas     PP  - United States -- Kansas,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-03 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,Social sciences;Earth sciences;Agroecosystems;Ameriflux;Ecological calendar;Landscape metrics;Northwestern amazonia;United states;Urban form;American studies;Geography;Sustainability;Latin American studies;Climate change;0366:Geography;0550:Latin American Studies;0323:American studies;0640:Sustainability;0404:Climate Change,,
rayyan-397594527,Engaging Latino audiences in informal science education,2015,,,"Dissertation Abstracts International, A: The Humanities and Social Sciences",9781321167085,,,,"Bonfield, Susan B and Bruyere, Brett Edition date",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fengaging-latino-audiences-informal-science%2Fdocview%2F1692287709%2Fse-2%3Faccountid%3D10246,English,,,,"Date revised - 2015-07-01
Publication note - ProQuest, Ann Arbor MI, 2015
SuppNotes - 158 p. Ph.D. Advisor: Bruyere, Brett Edition date: 2014.
Last updated - 2017-08-07
CODEN - DABAA6
SubjectsTermNotLitGenreText - Hispanic Americans; Participation; Constraints; Youth; Audiences; United States of America; Teachers; Universities; Transportation | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not outcome",,"0442 Education, Environmental;0631 Sociology, Ethnic and Racial Studies;0714 Education, Sciences;0737 Hispanic American Studies;Participation;Constraints;Teachers;United States of America;Transportation;Hispanic Americans;Audiences;Youth;Universities;dissertation;1432: sociology of education;sociology of education",,
rayyan-397594528,Multiscale remote sensing analysis to monitor riparian and upland semiarid vegetation,2015,,,ProQuest Dissertations and Theses,978-1-321-73270-2,,3702144,296,"Nguyen, Uyen and Glenn, Edward P.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fmultiscale-remote-sensing-analysis-monitor%2Fdocview%2F1682266093%2Fse-2%3Faccountid%3D10246,English,The University of Arizona     PP  - United States -- Arizona,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-02 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Biological sciences;Health and environmental sciences;Earth sciences;Ecosystem;Landsat;MODIS;Remote sensing;Riparian;Vegetation;Ecology;Environmental science;0329:Ecology;0799:Remote sensing;0768:Environmental science;Vegetables,,
rayyan-397594529,From neighborhoods to wellbeing and conservation: Enhancing the use of greenspace through walkability,2015,,,ProQuest Dissertations and Theses,978-1-321-70005-3,,3700154,322,"Zuniga Teran, Adriana Alejandra and Gimblett, Randy H. and Orr, Barron J.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fneighborhoods-wellbeing-conservation-enhancing%2Fdocview%2F1680014917%2Fse-2%3Faccountid%3D10246,English,The University of Arizona     PP  - United States -- Arizona,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-02 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not primary",,Social sciences;Conservation biology;LEED-ND;Neighborhood design;Walkability;Wellbeing;Geography;Sustainability;Urban planning;0366:Geography;0999:Urban planning;0640:Sustainability,,
rayyan-397594530,"Integrating climate change science into urban forestry through research model applications, compiling educational materials, and a student learning outcome survey",2015,,,ProQuest Dissertations and Theses,978-1-321-69028-6,,3689553,570,"Gleason, Michaela Leigh Danzy and Ning, Zhu H.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fintegrating-climate-change-science-into-urban%2Fdocview%2F1679279507%2Fse-2%3Faccountid%3D10246,English,Southern University and Agricultural and Mechanical College     PP  - United States -- Louisiana,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-02 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not outcome",,Biological sciences;Earth sciences;Education;Baton Rouge;Climate change;Coastal erosion;Extreme weather;Louisiana;Student learning;Environmental education;Forestry;0442:Environmental education;0478:Forestry;0404:Climate Change,,
rayyan-397594532,"Ants in an arid urban landscape: Biodiversity, community composition and factors behind the success of an exotic ant species",2015,,,ProQuest Dissertations and Theses,978-1-321-52393-5,,3680390,131,"Miguelena Bada, Javier Gerardo and Baker, Paul B.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fants-arid-urban-landscape-biodiversity-community%2Fdocview%2F1654441162%2Fse-2%3Faccountid%3D10246,English,The University of Arizona     PP  - United States -- Arizona,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-02 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: wrong outcome",,Biological sciences;Ants;Community ecology;Diversity;Parks;Species-energy relationship;Urban;Ecology;Entomology;Conservation;Evolution and Development;Evolution & development;Conservation biology;0329:Ecology;0353:Entomology;0408:Conservation biology;0412:Evolution and Development,,
rayyan-397594533,Practices of Ecological Citizenship: Global Dreams for a Chinese Village.,2015,,,"Dissertation Abstracts International, A: The Humanities and Social Sciences",9781303829956,,,,"May, Shannon Kathleen and Liu, Xin Edition date",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fpractices-ecological-citizenship-global-dreams%2Fdocview%2F1641424190%2Fse-2%3Faccountid%3D10246,English,,,,"Date revised - 2015-01-01
Publication note - ProQuest, Ann Arbor MI, 2015
SuppNotes - 198 p. Ph.D. Advisor: Liu, Xin Edition date: 2011.
Last updated - 2017-08-07
CODEN - DABAA6
SubjectsTermNotLitGenreText - Environmental Factors; Values; Villages; Peoples Republic of China; Rural Areas; Citizenship; Climate Change; Wages; Markets | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: wrong outcome",,"0326 Anthropology, Cultural;0342 Asian Studies;0404 Climate Change;0474 Environmental Management;0640 Sustainability;0999 Urban and Regional Planning;Peoples Republic of China;Rural Areas;Environmental Factors;Climate Change;Values;Villages;Citizenship;Markets;Wages;dissertation;0514: culture and social structure;social anthropology;Dreams",,
rayyan-397594534,Different Shades of Green : Reflections on the Legitimacy of Dutch Nature Policy and Practices,2014,,,PQDT - Global,9798708785695,,28230500,219,"Leistra, Gilbert R. and Korthals, M. J. J. A. A. and Keulartz, F. W. J.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fdifferent-shades-green-reflections-on-legitimacy%2Fdocview%2F2570165911%2Fse-2%3Faccountid%3D10246,English,Wageningen University and Research     PP  - Netherlands,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-05-16 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not outcome",,Legitimacy;Conservation;Exploitation;Democratization;Values;Pragmatism;Participation;Politics;Society;Nation states;Stakeholders;Democracy;Philosophy;0422:Philosophy,,
rayyan-397594535,Regional Atmospheric Feedbacks over Land and Coastal Areas,2014,,,PQDT - Global,9798708797278,,28230532,175,"ter Maat, Herbert Wicher and Holtslag, A. A. M. and Kabat, P. and Hutjes, R. W. A.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fregional-atmospheric-feedbacks-over-land-coastal%2Fdocview%2F2565160311%2Fse-2%3Faccountid%3D10246,English,Wageningen University and Research     PP  - Netherlands,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-10-26 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,Vegetation;Precipitation;Humidity;Fluid dynamics;Atmosphere;Atmospheric boundary layer;Atmospheric models;Decades;Topography;Carbon;Temperature;Land use;Heat;Grasslands;Forests;Climate change;Coasts;Soil sciences;Plant sciences;0481:Soil sciences;0404:Climate Change;0479:Plant sciences;Feedback,,
rayyan-397594536,Governing Congo Basin Forests in a Changing Climate,2014,,,PQDT - Global,9798708785046,,28230113,273,"Somorin, Olufunso A. and Arts, B> J. M. and Visseren-Hamakers, Ingrid J. and Sonwa, Denis J.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fgoverning-congo-basin-forests-changing-climate%2Fdocview%2F2563675666%2Fse-2%3Faccountid%3D10246,English,Wageningen University and Research     PP  - Netherlands,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-09-26 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not temperate",,Forestry;Emissions;Natural resources;Adaptation;Community;Developing countries;LDCs;Reforestation;Land degradation;Research & development;R&D;Environmental policy;Ecosystems;Greenhouse effect;Climate change;Wildlife conservation;Research methodology;Forest management;Carbon sequestration;Greenhouse gases;Cooperation;Development banks;Data collection;Capital assets;0478:Forestry;0404:Climate Change;0284:Wildlife Conservation;Trees,,
rayyan-397594537,"Paradoxale Modernisering: Ede, 1945–1995: Groot Geworden, Herkenbaar Gebleven",2014,,,PQDT - Global,9798597038315,,28229930,379,"Bloembergen-Lukkes, Janny and Kooij, P. and Schuurman, A. J. A. M.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fparadoxale-modernisering-ede-1945-1995-groot%2Fdocview%2F2522824490%2Fse-2%3Faccountid%3D10246,Dutch,Wageningen University and Research     PP  - Netherlands,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-10-26 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: foreign language",,Netherlands;Industrialization;Sociology;Modernization;European history;0335:European history,,
rayyan-397594538,Effects of Species and Rooting Conditions on the Growth and Cooling Performance of Urban Trees,2014,,,PQDT - Global,9781073988693,,10033210,244,"Rahman, Mohammad",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Feffects-species-rooting-conditions-on-growth%2Fdocview%2F2082104089%2Fse-2%3Faccountid%3D10246,English,The University of Manchester (United Kingdom)     PP  - England,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Analyte descriptor - N.A.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not outcome",,https://www.research.manchester.ac.uk/portal/en/theses/effects-of-species-and-rooting-conditions-on-the-growth-and-cooling-performance-of-urban-trees(1211fb4b-2eb9-4ddc-99e1-c1ee37fccc03).html;(UMI)AAI10033210;Biological sciences;Urban heat island;Plant sciences;0479:Plant sciences;Trees,,
rayyan-397594539,The evolving vision of the olympic legacy: the development of the mixed-use olympic parks of sydney and london,2014,,,PQDT - UK & Ireland,,,10656953,,"Shirai, Hiromasa",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fevolving-vision-olympic-legacy-development-mixed%2Fdocview%2F1937394559%2Fse-2%3Faccountid%3D10246,English,London School of Economics and Political Science (United Kingdom)     PP  - England,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Analyte descriptor - Bibliographic data provided by EThOS, the British Library’s UK thesis service: https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.713408
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not forest",,http://etheses.lse.ac.uk/956/;(UMI)AAI10656953;Social sciences;Olympic games;Parks & recreation areas;Evolution;London,,
rayyan-397594540,Quantifying post-fire recovery of forest canopy structure and its environmental drivers using satellite image time-series,2014,,,PQDT - Global,9781073950386,,10308765,150,"Khanal, Shiva",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fquantifying-post-fire-recovery-forest-canopy%2Fdocview%2F1918126690%2Fse-2%3Faccountid%3D10246,English,"University of Western Sydney, Hawkesbury (Australia)     PP  - Australia",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Analyte descriptor - NA
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not urban",,http://handle.uws.edu.au:8081/1959.7/uws:32489;(UMI)AAI10308765;Biological sciences;Earth sciences;Forestry;Remote sensing;0478:Forestry;0799:Remote sensing,,
rayyan-397594541,Modelling and Translating Future Urban Climate for Policy,2014,,,PQDT - UK & Ireland,9781073936090,,10030508,346,"Heaphy, Liam and Yaneva, Albena",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fmodelling-translating-future-urban-climate-policy%2Fdocview%2F1780287294%2Fse-2%3Faccountid%3D10246,English,The University of Manchester (United Kingdom)     PP  - England,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Analyte descriptor - N.A.
Last updated - 2021-10-25 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not outcome",,https://www.research.manchester.ac.uk/portal/en/theses/modelling-and-translating-future-urban-climate-for-policy(2c2ca637-bec2-4f60-884d-5d34fa77fb26).html;(UMI)AAI10030508;Social sciences;Public policy;Urban planning;Emissions;Floods;Interdisciplinary aspects;Equilibrium;Earth;Working groups;Supervisors;Environmental policy;Greenhouse effect;General circulation models;Climate change;Field study;Risk assessment;Research methodology;Infrastructure;Greenhouse gases;Intellectual property;Carbon;Decision making;Maps;Copyright;Stakeholders;Climate science;Rain;0999:Urban planning;0513:Intellectual Property;0630:Public policy;0404:Climate Change,,
rayyan-397594542,'under the shade i flourish': an environmental history of northern belize over the last three thousand five hundred years,2014,,,PQDT - UK & Ireland,,,10045093,,"Rushton, Elizabeth A. C.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Funder-shade-i-flourish-environmental-history%2Fdocview%2F1775430225%2Fse-2%3Faccountid%3D10246,English,The University of Nottingham (United Kingdom)     PP  - England,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Analyte descriptor - Bibliographic data provided by EThOS, the British Library’s UK thesis service: https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.635120
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not temperate",,http://eprints.nottingham.ac.uk/27615/;(UMI)AAI10045093;Social sciences,,
rayyan-397594544,"Nutrient transport, transformation, and retention in urban landscapes",2014,,,ProQuest Dissertations and Theses,978-1-339-12869-6,,3727694,136,"Nidzgorski, Daniel A. and Hobbie, Sarah E.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fnutrient-transport-transformation-retention-urban%2Fdocview%2F1728726035%2Fse-2%3Faccountid%3D10246,English,University of Minnesota     PP  - United States -- Minnesota,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-02 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,Social sciences;Biological sciences;Earth sciences;Biogeochemistry;Ecosystem ecology;Nutrient cycling;Nutrient sustainability;Urban ecology;Urban trees;Ecology;Sustainability;0329:Ecology;0640:Sustainability;0425:Biogeochemistry;Food,,
