key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-523992322,"Specific Features of Parks and Their Impact on Regulation and Cultural Ecosystem Services Provision in Warsaw, Poland",2017,5,1,Sustainability,2071-1050,9,5,792,"Giedych, Renata and Maksymiuk, Gabriela",https://www.mdpi.com/2071-1050/9/5/792,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.3390/su9050792,urban parks;green infrastructure;ecosystem services provision,,
rayyan-523992323,"Ecosystem services provided by urban gardens in Barcelona, Spain: Insights for policy and planning",2016,,,Environmental Science & Policy,,62,,14-23,"Camps-Calvet, Marta and Langemeyer, Johannes and Calvet-Mir, Laura and Gómez-Baggethun, Erik",https://ideas.repec.org//a/eee/enscpo/v62y2016icp14-23.html,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,Nature-based solutions;Ecosystem services;Green infrastructure;Urban agriculture;Barcelona;Urbanism;Spain;Ecosystem,,
rayyan-523992324,Comparing the carbon sequestration capacity of temperate deciduous forests between urban and rural landscapes in central Japan,2010,1,1,Urban Forestry & Urban Greening,1618-8667,9,3,261-270,"Awal, M. A. and Ohta, Takeshi and Matsumoto, Kazuho and Toba, Tae and Daikoku, Kenichi and Hattori, Shigeaki and Hiyama, Tetsuya and Park, Hotaek",https://www.sciencedirect.com/science/article/pii/S1618866710000117,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1016/j.ufug.2010.01.007,Urban landscape;Land use;Non-vegetated surface;Road density;Japan;Trees,,
rayyan-523992326,"Impacts of a large-scale reforestation program on carbon storage dynamics in Guangdong, China",2008,3,20,Forest Ecology and Management,0378-1127,255,3,847-854,"Zhou, Chuanyan and Wei, Xiaohua and Zhou, Guoyi and Yan, Junhua and Wang, Xu and Wang, Chunlin and Liu, Haigui and Tang, Xinyi and Zhang, Qianmei",https://www.sciencedirect.com/science/article/pii/S0378112707007621,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",10.1016/j.foreco.2007.09.081,Carbon density;Carbon storage;Forest restoration;Guangdong province;China,,
rayyan-523992327,Ecosystem services in urban land use planning: Integration challenges in complex urban settings—Case of Stockholm,2016,12,1,Ecosystem Services,2212-0416,22,,204-212,"Kaczorowska, Anna and Kain, Jaan-Henrik and Kronenberg, Jakub and Haase, Dagmar",https://www.sciencedirect.com/science/article/pii/S2212041615000546,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.1016/j.ecoser.2015.04.006,Urban ecosystem services;Urban green infrastructure;Integrated planning;Uncertainties;Urban ecosystem management;Ecosystem,,
rayyan-523992328,The importance and value of urban forests as climate changes,2012,10,1,Victorian Naturalist,,129,,167-174,"Moore, Greg",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not temperate",,Trees,,
rayyan-523992329,Carbon sequestration: Managing forests in uncertain times,2014,2,1,Nature,1476-4687,506,7487,153-155,"Bellassen, Valentin and Luyssaert, Sebastiaan",https://www.nature.com/articles/506153a,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban,not primary",10.1038/506153a,Environmental sciences;Climate sciences;Plant sciences;Trees,,
rayyan-523992330,"Monitoring the Urban Tree Cover for Urban Ecosystem Services - The Case of Leipzig, Germany",2015,4,1,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences","2194-9034       The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,301-305,"Banzhaf, E. and Kollai, H.",https://ui.adsabs.harvard.edu/abs/2015ISPAr.XL7..301B,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.5194/isprsarchives-XL-7-W3-301-2015,Germany;Trees,,
rayyan-523992331,Site-specific factors in the production of local urban ecosystem services: A case study of community-managed green space,2016,1,22,Ecosystem Services,,17,,208-216,"Dennis, Matthew and James, Philip",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.1016/j.ecoser.2016.01.003,"",,
rayyan-523992332,Urban and peri-urban forests in the metropolitan area of Rome: ecophysiological response of Quercus ilex L. in two Green Infrastructures in an Ecosystem Services perspective,2015,10,1,Urban Forestry & Urban Greening,,14,,,"Fusaro, Lina and Salvatori, Elisabetta and Mereu, Simone and Marando, Federica and Scassellati, Elisabetta and Abbate, Giovanna and Manes, Fausto",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.1016/j.ufug.2015.10.013,Trees,,
rayyan-523992335,"Mapping ecosystem service supply, demand and budgets",2012,10,1,Ecological Indicators,1470-160X,21,,17-29,"Burkhard, Benjamin and Kroll, Franziska and Nedkov, Stoyan and Müller, Felix",https://www.sciencedirect.com/science/article/pii/S1470160X11001907,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",10.1016/j.ecolind.2011.06.019,GIS;Ecological integrity;Ecosystem functions;CORINE land cover;Ecosystem service footprint;Ecosystem service maps,,
rayyan-523992337,The superior effect of nature based solutions in land management for enhancing ecosystem services,2018,1,1,The Science of the Total Environment,1879-1026,610,,997-1009,"Keesstra, Saskia and Nunes, Joao and Novara, Agata and Finger, David and Avelar, David and Kalantari, Zahra and Cerdà, Artemi",,eng,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",10.1016/j.scitotenv.2017.08.077,Ecosystem services;Conservation of Natural Resources;Hydrology;SDGs;Wetlands;Nature based solutions;Ecosystem;Sweden;Environmental Monitoring;Ethiopia;Iceland;Slovenia;Spain;System dynamics,,
rayyan-523992338,Ecosystem Services in Urban Landscapes: Practical Applications and Governance Implications,2014,5,1,AMBIO,1654-7209,43,4,407-412,"Haase, Dagmar and Frantzeskaki, Niki and Elmqvist, Thomas",https://doi.org/10.1007/s13280-014-0503-1,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",10.1007/s13280-014-0503-1,Urban ecosystem services;Governance;Concepts;Practical applications;Review;Ecosystem,,
rayyan-523992340,Urban living labs for sustainability and low carbon cities in Europe: towards a research agenda,2016,6,1,Journal of Cleaner Production,0959-6526,123,,45-54,"Voytenko, Yuliya and McCormick, Kes and Evans, James and Schliwa, Gabriele",https://www.sciencedirect.com/science/article/pii/S0959652615011439,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1016/j.jclepro.2015.08.053,Experiments;Low carbon cities;Knowledge co-creation;Learning;Sustainability transitions;Urban living labs;Europe,,
rayyan-523992341,Individual households and their trees: Fine-scale characteristics shaping urban forests,2014,12,31,Urban Forestry & Urban Greening,,13,,136-144,"Shakeel, Tooba and Conway, Tenley",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.1016/j.ufug.2013.11.004,Trees,,
rayyan-523992342,Extending large-scale forest inventories to assess urban forests,2012,3,1,Environmental Monitoring and Assessment,1573-2959,184,3,1409-1422,"Corona, Piermaria and Agrimi, Mariagrazia and Baffetta, Federica and Barbati, Anna and Chiriacò, Maria Vincenza and Fattorini, Lorenzo and Pompei, Enrico and Valentini, Riccardo and Mattioli, Walter",,eng,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.1007/s10661-011-2050-6,Cities;Biodiversity;Trees;Forestry;Italy;Conservation of Natural Resources;Environmental Monitoring,,
rayyan-523992343,An ecosystem service-disservice ratio: Using composite indicators to assess the net benefits of urban trees,2018,12,1,Ecological Indicators,,95,,544-553,"Speak, Andy and Escobedo, Francisco and Russo, Alessio and Zerbe, Stefan",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1016/j.ecolind.2018.07.048,"",,
rayyan-523992344,Nature-Based Solutions for Europe's Sustainable Development,2017,,,Conservation Letters,1755-263X,10,1,121-124,"Maes, Joachim and Jacobs, Sander",https://onlinelibrary.wiley.com/doi/abs/10.1111/conl.12216,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1111/conl.12216,Nature-based solutions;ecosystem services;European Union;biodiversity policy;research policy;Europe,,
rayyan-523992345,Biodiversity and ecosystem services: Complementary approaches for ecosystem management?,2011,1,1,Ecological Indicators - ECOL INDIC,,21,,,"Schneiders, Anik and Daele, Toon and Van Landuyt, Wouter and Van Reeth, Wouter",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",10.1016/j.ecolind.2011.06.021,Biodiversity,,
rayyan-523992346,Pathways to Modelling Ecosystem Services within an Urban Metabolism Framework,2019,1,1,Sustainability,2071-1050,11,10,2766,"Elliot, Thomas and Babí Almenar, Javier and Niza, Samuel and Proença, Vânia and Rugani, Benedetto",https://www.mdpi.com/2071-1050/11/10/2766,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",10.3390/su11102766,ecosystem services;sustainability;multiscale;socio-ecological impacts;spatio-temporal dynamics;urban metabolism,,
rayyan-523992347,Assessment of the Spatial Dynamics and Interactions among Multiple Ecosystem Services to Promote Effective Policy Making across Mediterranean Island Landscapes,2018,9,1,Sustainability,2071-1050,10,9,3285,"Lorilla, Roxanne Suzette and Poirazidis, Konstantinos and Kalogirou, Stamatis and Detsis, Vassilis and Martinis, Aristotelis",https://www.mdpi.com/2071-1050/10/9/3285,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",10.3390/su10093285,ecosystem services;bundles;interactions;mapping;Mediterranean ecosystems;policy making;spatial dynamics;sustainable management;temporal changes,,
rayyan-523992348,A study of green space and its changes in Hong Kong using NDVI,2001,11,1,Geographical and Environmental Modelling,,5,,,"Fung, Tung and Siu, Wai-Lok",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",10.1080/13615930120086032,Hong Kong,,
rayyan-523992349,Assessment of changes in urban green spaces of Mashad city using satellite data,2009,12,1,International Journal of Applied Earth Observation and Geoinformation,,11,,431-438,"Rafiee, Reza and Salman Mahiny, Abdolrassoul and Khorasani, Nematolah",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.1016/j.jag.2009.08.005,"",,
rayyan-523992350,Quantifying street tree regulating ecosystem services using Google Street View,2017,6,1,Ecological Indicators,,77,,31-40,"Richards, Daniel and Edwards, Peter",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",10.1016/j.ecolind.2017.01.028,"",,
rayyan-523992351,"Spatial dynamics of aboveground carbon stock in urban green space: a case study of Xi’an, China",2014,12,18,Journal of Arid Land,,7,,,"Yao, Zhengyang and Liu, Jianjun and Xiaowen, Zhao and Long, Dongfeng and Wang, Li",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1007/s40333-014-0082-9,China,,
rayyan-523992352,Green streets − Quantifying and mapping urban trees with street-level imagery and computer vision,2017,9,1,Landscape and Urban Planning,0169-2046,165,,93-101,"Seiferling, Ian and Naik, Nikhil and Ratti, Carlo and Proulx, Raphäel",https://www.sciencedirect.com/science/article/pii/S0169204617301147,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.1016/j.landurbplan.2017.05.010,Urban trees;Tree cover;Streetscapes;Greenspace;Computer vision;Imagery (Psychotherapy);Trees,,
rayyan-523992353,Estimating Stand Volume and Above-Ground Biomass of Urban Forests Using LiDAR,2016,4,1,Remote Sensing,2072-4292,8,4,339,"Giannico, Vincenzo and Lafortezza, Raffaele and John, Ranjeet and Sanesi, Giovanni and Pesola, Lucia and Chen, Jiquan",https://www.mdpi.com/2072-4292/8/4/339,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.3390/rs8040339,urban forest;Remote sensing;LiDAR;above-ground biomass;forest allometric model;Stand volume;Trees,,
rayyan-523992354,How Much Are Nature's Services Worth?,1977,9,2,"Science (New York, N.Y.)",0036-8075,197,4307,960-964,"Westman, W. E.",,eng,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.1126/science.197.4307.960,"",,
rayyan-523992355,Assessing nature's contributions to people,2018,1,19,"Science (New York, N.Y.)",1095-9203,359,6373,270-272,"Díaz, Sandra and Pascual, Unai and Stenseke, Marie and Martín-López, Berta and Watson, Robert T. and Molnár, Zsolt and Hill, Rosemary and Chan, Kai M. A. and Baste, Ivar A. and Brauman, Kate A. and Polasky, Stephen and Church, Andrew and Lonsdale, Mark and Larigauderie, Anne and Leadley, Paul W. and van Oudenhoven, Alexander P. E. and van der Plaat, Felice and Schröter, Matthias and Lavorel, Sandra and Aumeeruddy-Thomas, Yildiz and Bukvareva, Elena and Davies, Kirsten and Demissew, Sebsebe and Erpul, Gunay and Failler, Pierre and Guerra, Carlos A. and Hewitt, Chad L. and Keune, Hans and Lindley, Sarah and Shirayama, Yoshihisa",,eng,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1126/science.aap8826,Biodiversity;Humans;Natural Science Disciplines;Public Policy,,
rayyan-523992356,Urban planning policy must do more to integrate climate change adaptation and mitigation actions,2021,,,Land Use Policy,,101,,,"Hurlimann, Anna and Moosavi, Sareh and Browne, Geoffrey R.",https://ideas.repec.org//a/eee/lauspo/v101y2021ics0264837720325266.html,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,Climate change;Urban planning;Adaptation;Mitigation;Policy;Government;Integration;Sea level rise,,
rayyan-523992357,Co-benefits and synergies between urban climate change mitigation and adaptation measures: A literature review,2021,1,1,Science of The Total Environment,0048-9697,750,,141642,"Sharifi, Ayyoob",https://www.sciencedirect.com/science/article/pii/S0048969720351718,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",10.1016/j.scitotenv.2020.141642,Climate change;Adaptation;Mitigation;Green infrastructure;Energy;Co-benefit;Interaction;Synergy,,
rayyan-523992360,"Synergies, trade-offs, and losses of ecosystem services in urban regions: An integrated multiscale framework applied to the leipzig-halle region, Germany",2012,9,1,Ecology and society,1708-3087,17,3,22,"Haase, Dagmar and Schwarz, Nina and Strohbach, Michael and Kroll, Franziska and Seppelt, Ralf",https://research.utwente.nl/en/publications/synergies-trade-offs-and-losses-of-ecosystem-services-in-urban-re,English,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",10.5751/ES-04853-170322,Germany,,
rayyan-523992361,Urban greening through Nature-Based Solutions – key characteristics of an emerging concept,2019,5,1,Sustainable Cities and Society,,49,,101620,"Dorst, Hade and van der Jagt, Alexander and Raven, Rob and Runhaar, Hens",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1016/j.scs.2019.101620,"",,
rayyan-523992362,"Ecosystem service implementation and governance challenges in urban green space planning—The case of Berlin, Germany",2015,1,1,Land Use Policy,0264-8377,42,,557-567,"Kabisch, Nadja",https://www.sciencedirect.com/science/article/pii/S0264837714002002,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1016/j.landusepol.2014.09.005,Urban ecosystem services;Green space planning;Berlin;Governance;Germany,,
rayyan-523992363,Nature-based solutions: Settling the issue of sustainable urbanization,2019,5,1,Environmental Research,1096-0953,172,,394-398,"Lafortezza, Raffaele and Sanesi, Giovanni",,eng,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1016/j.envres.2018.12.063,Nature-based solutions;Cities;Urbanization;Climate change;Ecosystem services;Europe;Climate Change;Ecosystem;Sustainable urbanization;DPSIR framework;Environmental policy implementation,,
rayyan-523992364,Nature-based solutions for resilient landscapes and cities,2018,8,1,Environmental Research,1096-0953,165,,431-441,"Lafortezza, Raffaele and Chen, Jiquan and van den Bosch, Cecil Konijnendijk and Randrup, Thomas B.",,eng,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",10.1016/j.envres.2017.11.038,Nature-based solutions;Cities;Ecosystem services;Europe;Sustainability;Humans;Conservation of Natural Resources;Urban ecosystems;Ecosystem;Economic Development;Ecosystem resilience;Environment Design;Research,,
rayyan-523992365,Do ecosystem services provide an added value compared to existing forest planning approaches in Central Europe?,2017,7,21,ECOLOGY AND SOCIETY,,22,,6,"Meyer, Markus and Schulz, Christoph",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.5751/ES-09372-220306,Europe;Trees;Ecosystem,,
rayyan-523992366,Urban infrastructure choices structure climate solutions,2016,12,1,Nature Climate Change,1758-6798,6,12,1054-1056,"Creutzig, Felix and Agoston, Peter and Minx, Jan C. and Canadell, Josep G. and Andrew, Robbie M. and Quéré, Corinne Le and Peters, Glen P. and Sharifi, Ayyoob and Yamagata, Yoshiki and Dhakal, Shobhakar",https://www.nature.com/articles/nclimate3169,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1038/nclimate3169,Climate-change mitigation;Economics;Engineering,,
rayyan-523992367,On the economics of Norway spruce stands and carbon storage,2013,7,1,Canadian Journal of Forest Research,,43,,,"Niinimäki, Sami and Tahvonen, Olli and Mäkelä, Annikki and Linkosalo, Tapio",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",10.1139/cjfr-2012-0516,Norway,,
rayyan-523992368,Combining Climate Change Adaptation and Mitigation Measures,2009,7,1,Habitat International,,33,,287-292,"Laukkonen, Julia and Kim-Blanco, Paola and Lenhart, Jennifer and Keiner, Marco and Cavric, Branko and Njenga, Cecilia",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",10.1016/j.habitatint.2008.10.003,"",,
rayyan-523992369,Integrating climate change mitigation and adaptation in agriculture and forestry: opportunities and trade-offs,2015,11,1,,,,,,"Locatelli, Bruno and Pavageau, C. and Pramova, E. and Gregorio, M. di",https://cgspace.cgiar.org/handle/10568/94684,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",10.1002/wcc.357,"",,
rayyan-523992370,"Quantifying the local-scale ecosystem services provided by urban treed streetscapes in Bolzano, Italy",2016,,,AIMS Environmental Science,2372-0352,3,1,58-76,"Russo, Alessio and Escobedo, Francisco J. and Zerbe, Stefan and Russo, Alessio and Escobedo, Francisco J. and Zerbe, Stefan",http://www.aimspress.com/rticle/doi/10.3934/environsci.2016.1.58,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.3934/environsci.2016.1.58,Italy,,
rayyan-523992371,Case studies in co-benefits approaches to climate change mitigation and adaptation,2016,6,21,Journal of Environmental Planning and Management,,60,,1-21,"Spencer, Benjamin and Lawler, Josh and Lowe, Celia and Thompson, Luanne and Hinckley, Tom and Kim, Soo-Hyung and Bolton, Susan and Meschke, Scott and Olden, Julian and Voss, Joachim",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not temperate",10.1080/09640568.2016.1168287,"",,
rayyan-523992373,"Implementation of Green Infrastructure Principles in Dubrovnik, Croatia to Minimize Climate Change Problems",2015,11,1,Urbani izziv,,26,,,"Hrdalo, Ines and Tomić Reljić, Dora and Pereković, Petra",,,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.5379/urbani-izziv-en-2015-26-supplement-003,Croatia,,
rayyan-523992374,The Projected Impact of a Neighborhood-Scaled Green-Infrastructure Retrofit,2018,10,1,Sustainability,2071-1050,10,10,3665,"Thiagarajan, Manasvini and Newman, Galen and Zandt, Shannon Van",https://www.mdpi.com/2071-1050/10/10/3665,en,,,,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",10.3390/su10103665,green infrastructure;landscape performance;low-impact development;resilience;stormwater management,,
